"","YEAR","STATION_ID","LATITUDE","LONGITUDE","temp_occ"
"116",1980,"P-23",60.02133,-171.954835,-0.9
"117",1980,"P-24",59.993,-172.61108,0
"118",1980,"P-25",60.009915,-173.288915,-0.4
"119",1980,"P-26",59.99925,-173.90608,1
"120",1980,"P-27",60.016,-174.605165,1.7
"121",1980,"P-28",59.99725,-175.235415,1.8
"122",1980,"P-29",60.018415,-175.927835,1.4
"123",1980,"P-31",59.997165,-177.184665,1.3
"124",1980,"P-32",59.99825,-177.90258,1.4
"125",1980,"Q-19",60.3265,-169.359665,3.2
"126",1980,"Q-20",60.329915,-170.06125,1.7
"127",1980,"Q-21",60.337835,-170.69425,-0.9
"128",1980,"Q-22",60.347335,-171.379915,-0.3
"129",1980,"Q-23",60.32025,-172.079835,-0.5
"130",1980,"Q-25",60.32783,-173.374415,0.2
"131",1980,"Q-26",60.31758,-174.06775,-1
"132",1980,"Q-28",60.318665,-175.38025,1.8
"133",1980,"Q-29",60.33367,-176.00333,1.4
"134",1980,"Q-30",60.339835,-176.75125,0.9
"135",1980,"Q-31",60.33317,-177.415335,1.4
"136",1980,"R-23",60.6725,-172.144,-0.7
"137",1980,"R-24",60.661,-172.869585,1.5
"138",1980,"R-25",60.66383,-173.493,-0.3
"139",1980,"R-26",60.66525,-174.165335,-1
"140",1980,"R-27",60.66242,-174.965835,0.7
"141",1980,"R-28",60.667835,-175.634665,1
"142",1980,"R-29",60.6805,-176.371835,1.2
"143",1980,"R-30",60.65308,-176.816915,1.5
"144",1980,"R-31",60.667665,-177.462,1.4
"145",1980,"R-32",60.6665,-178.136,2
"146",1980,"S-29",61.014,-176.473665,1
"147",1980,"S-30",61.00667,-177.01108,1
"148",1980,"S-31",61.00833,-177.66617,1.7
"149",1980,"T-29",61.351665,-176.31,0.5
"150",1980,"T-30",61.322915,-176.989165,1
"151",1980,"U-29",61.65125,-176.4755,0.5
"152",1981,"C-06",55.665165,-164.58775,3.6
"153",1981,"D-02",56.00775,-167.00342,4.3
"154",1981,"E-01",56.330165,-167.65242,4.3
"155",1981,"E-18",56.32425,-168.230835,4.1
"156",1981,"F-01",56.66117,-167.66667,4.1
"157",1981,"F-02",56.671165,-167.06675,4
"158",1981,"F-04",56.69475,-165.880585,3.5
"159",1981,"F-18",56.652835,-168.289835,4.5
"160",1981,"F-19",56.64258,-168.9125,3.9
"161",1981,"F-23",56.666165,-171.351415,4.2
"162",1981,"G-01",57.00525,-167.696335,4
"163",1981,"G-02",57.00675,-167.09992,4.2
"164",1981,"G-07",56.992415,-164.036335,3.5
"165",1981,"G-09",57.0025,-162.78175,4
"166",1981,"G-18",57.003335,-168.335835,3.8
"167",1981,"G-19",57.006585,-168.954,4
"168",1981,"G-20",57.003085,-169.544,4.3
"169",1981,"G-21",56.995835,-170.1625,4.7
"170",1981,"G-22",56.994585,-170.78783,4.2
"171",1981,"G-23",56.9925,-171.385585,4.1
"172",1981,"G-24",56.986,-172.03275,3.9
"173",1981,"G-25",56.99342,-172.6605,4.1
"174",1981,"GF1918",56.829585,-168.608085,3.8
"175",1981,"GF2019",56.82933,-169.281835,4.3
"176",1981,"GF2120",56.835,-169.873835,5.8
"177",1981,"H-01",57.34017,-167.735415,4.1
"178",1981,"H-02",57.340165,-167.122165,3.9
"179",1981,"H-03",57.34325,-166.47875,3.3
"180",1981,"H-04",57.33675,-165.874915,3.3
"181",1981,"H-05",57.33392,-165.23175,3.3
"182",1981,"H-06",57.330085,-164.635415,3.4
"183",1981,"H-07",57.335665,-164.009585,3.9
"184",1981,"H-08",57.33792,-163.39325,4.3
"185",1981,"H-18",57.329,-168.367,3.9
"186",1981,"H-20",57.335335,-169.627665,4.2
"187",1981,"H-22",57.333665,-170.84958,4.5
"188",1981,"H-23",57.32625,-171.462665,4
"189",1981,"H-24",57.32825,-172.0975,3.9
"190",1981,"H-26",57.32958,-173.33417,3.9
"191",1981,"HG1918",57.18133,-168.59383,4.1
"192",1981,"I-01",57.671585,-167.75475,3.8
"193",1981,"I-02",57.67575,-167.1345,3.5
"194",1981,"I-03",57.70492,-166.50192,3.3
"195",1981,"I-04",57.685585,-165.88475,3.3
"196",1981,"I-05",57.649835,-165.266415,3.5
"197",1981,"I-06",57.663415,-164.595165,4.1
"198",1981,"I-07",57.67942,-164.019665,4.2
"199",1981,"I-08",57.6725,-163.369415,4.2
"200",1981,"I-19",57.67175,-169.035,3.4
"201",1981,"I-20",57.667,-169.64967,3
"202",1981,"I-21",57.682,-170.294165,3.4
"203",1981,"I-22",57.66992,-170.8935,3.7
"204",1981,"I-23",57.66917,-171.51042,3.7
"205",1981,"I-24",57.667165,-172.14875,3.4
"206",1981,"I-26",57.656165,-173.287335,3.8
"207",1981,"IH1918",57.50325,-168.606585,4.2
"208",1981,"IH2120",57.49667,-169.97833,4.2
"209",1981,"IH2221",57.511585,-170.55183,4.1
"210",1981,"J-01",58.004335,-167.80375,2.6
"211",1981,"J-02",57.998585,-167.173665,3
"212",1981,"J-03",58.00333,-166.5,3.4
"213",1981,"J-04",58.004165,-165.908585,3.6
"214",1981,"J-05",58.00133,-165.25642,4.2
"215",1981,"J-06",58.005835,-164.6165,4.8
"216",1981,"J-18",58.002165,-168.443335,3
"217",1981,"J-20",58.0035,-169.71558,2.8
"218",1981,"J-21",58.003335,-170.344665,2.4
"219",1981,"J-22",58.00383,-170.956665,3.3
"220",1981,"J-23",57.99767,-171.613665,3.3
"221",1981,"J-24",58.00375,-172.23367,3.3
"222",1981,"J-25",57.999835,-172.8685,3.7
"223",1981,"J-26",57.99917,-173.49233,4
"224",1981,"JI1918",57.83033,-168.675,3.9
"225",1981,"JI2019",57.8265,-169.258665,3.6
"226",1981,"JI2221",57.829165,-170.58725,3.6
"227",1981,"K-01",58.33567,-167.85417,3.1
"228",1981,"K-02",58.335335,-167.172415,4
"229",1981,"K-03",58.338335,-166.532085,3.7
"230",1981,"K-04",58.333415,-165.89625,4.2
"231",1981,"K-18",58.32767,-168.474,2.5
"232",1981,"K-19",58.3425,-169.113,2.3
"233",1981,"K-20",58.33608,-169.73475,3.7
"234",1981,"K-21",58.332085,-170.37825,2
"235",1981,"K-22",58.332085,-171.013915,2.4
"236",1981,"K-23",58.33108,-171.637085,2.8
"237",1981,"K-25",58.333165,-172.936085,3.5
"238",1981,"L-18",58.655835,-168.496915,3.2
"239",1981,"L-19",58.671085,-169.163415,2.3
"240",1981,"L-20",58.66825,-169.7835,3.2
"241",1981,"L-21",58.67408,-170.437835,1.7
"242",1981,"L-22",58.67133,-171.08725,1.6
"243",1981,"L-23",58.66175,-171.717085,2.5
"244",1981,"L-24",58.665665,-172.3755,2.6
"245",1981,"L-25",58.66925,-172.99475,3.7
"246",1981,"L-26",58.665915,-173.645835,4
"247",1981,"L-27",58.669165,-174.24825,3.6
"248",1981,"L-29",58.67475,-175.57192,3.5
"249",1981,"L-30",58.66575,-176.22225,3.5
"250",1981,"L-31",58.687835,-176.830665,3.2
"251",1981,"M-18",59.004,-168.54383,4.2
"252",1981,"M-20",58.998335,-169.829085,2.8
"253",1981,"M-21",59.002835,-170.48808,2.7
"254",1981,"M-22",59.004415,-171.150165,0.8
"255",1981,"M-24",58.99725,-172.443085,2.2
"256",1981,"M-25",59.000915,-173.090665,3
"257",1981,"M-26",59.00025,-173.7255,3.4
"258",1981,"M-27",59.01067,-174.392665,3.6
"259",1981,"M-28",59.00492,-175.06942,3.3
"260",1981,"M-29",59.00108,-175.751835,2.6
"261",1981,"M-30",59.006835,-176.316415,2
"262",1981,"M-31",59.001665,-176.945665,2.2
"263",1981,"M-32",58.993835,-177.581165,2.7
"264",1981,"N-19",59.33875,-169.18925,3.3
"265",1981,"N-20",59.331835,-169.85917,2
"266",1981,"N-21",59.334915,-170.53,1.8
"267",1981,"N-22",59.328835,-171.185585,0.7
"268",1981,"N-23",59.328915,-171.841335,0.6
"269",1981,"N-24",59.32883,-172.503085,1.8
"270",1981,"N-25",59.320415,-173.08392,2.4
"271",1981,"N-26",59.337665,-173.79783,2.8
"272",1981,"N-27",59.336915,-174.456415,3.3
"273",1981,"N-28",59.33133,-175.09517,3.4
"274",1981,"N-29",59.33325,-175.747415,2.3
"275",1981,"N-31",59.3355,-177.050835,2.5
"276",1981,"O-18",59.66725,-168.62917,3.8
"277",1981,"O-19",59.667,-169.25625,3.1
"278",1981,"O-20",59.6635,-169.917085,2.5
"279",1981,"O-21",59.666085,-170.593085,1.3
"280",1981,"O-22",59.67117,-171.262415,1
"281",1981,"O-23",59.65158,-171.902915,0.5
"282",1981,"O-24",59.655415,-172.575085,1.4
"283",1981,"O-25",59.698585,-173.260835,1.7
"284",1981,"O-26",59.678,-173.907085,2.2
"285",1981,"O-27",59.667335,-174.44192,2.7
"286",1981,"O-28",59.6655,-175.112835,3.2
"287",1981,"O-29",59.666165,-175.85792,2.5
"288",1981,"O-30",59.673165,-176.535085,1.7
"289",1981,"P-18",60.004915,-168.65708,4.2
"290",1981,"P-19",60.004335,-169.311085,2.9
"291",1981,"P-20",60.0045,-169.96783,2
"292",1981,"P-21",60.002335,-170.632,1.3
"293",1981,"P-22",60.00375,-171.288915,0.7
"294",1981,"P-23",59.999335,-171.963585,1.2
"295",1981,"P-24",59.99567,-172.62492,1.4
"296",1981,"P-25",60.003335,-173.295,1.6
"297",1981,"P-26",60.0035,-173.943415,1.6
"298",1981,"P-27",59.99975,-174.589915,1.8
"299",1981,"P-28",59.994415,-175.230165,1.5
"300",1981,"P-29",59.996085,-175.928415,2.1
"301",1981,"P-30",59.996835,-176.703,1.7
"302",1981,"P-32",59.997835,-177.83683,1.9
"303",1981,"Q-19",60.33608,-169.333,3.2
"304",1981,"Q-20",60.33733,-170.037335,2.1
"305",1981,"Q-21",60.33975,-170.66775,1.3
"306",1981,"Q-22",60.34867,-171.34275,0.9
"307",1981,"Q-23",60.34192,-172.05375,0.7
"308",1981,"Q-26",60.33417,-174.077665,1.5
"309",1981,"Q-27",60.31992,-174.7075,1.3
"310",1981,"Q-28",60.341585,-175.365335,1.3
"311",1981,"Q-29",60.330835,-176.02925,1.9
"312",1981,"Q-30",60.33025,-176.71725,1.7
"313",1981,"R-23",60.678835,-172.117835,1
"314",1981,"R-24",60.666085,-172.775665,1.7
"315",1981,"R-25",60.680335,-173.447835,2.3
"316",1981,"R-26",60.684415,-174.117,1
"317",1981,"R-27",60.673415,-174.792835,1.1
"318",1981,"R-28",60.653,-175.44067,0.5
"319",1981,"R-29",60.6675,-176.1985,1.7
"320",1981,"R-30",60.67675,-176.80642,1.3
"321",1981,"R-31",60.669085,-177.501165,1.5
"322",1981,"R-32",60.66558,-178.17517,2.7
"323",1981,"S-29",61.00742,-176.271415,0.7
"324",1981,"S-30",60.99725,-176.966335,1.1
"325",1981,"S-31",60.980335,-177.6625,1.5
"326",1981,"T-29",61.33175,-176.285,0.2
"327",1981,"T-30",61.330915,-176.968835,1.2
"328",1981,"U-29",61.62133,-176.503585,0.2
"329",1982,"B-03",55.32525,-166.342665,4.2
"330",1982,"C-03",55.66033,-166.37883,4.2
"331",1982,"C-05",55.674835,-165.15725,4.8
"332",1982,"C-06",55.671665,-164.585835,2.2
"333",1982,"C-18",55.66767,-168.190415,3.9
"334",1982,"D-04",55.99417,-165.78667,3.9
"335",1982,"D-05",56.003165,-165.17692,2.2
"336",1982,"D-06",55.995835,-164.585,1.7
"337",1982,"E-01",56.33425,-167.657835,3.7
"338",1982,"E-02",56.3375,-167.025,2.5
"339",1982,"E-03",56.33317,-166.42175,2.6
"340",1982,"E-04",56.32583,-165.8,2.1
"341",1982,"E-05",56.33308,-165.19767,1.7
"342",1982,"E-19",56.3295,-168.863,4.1
"343",1982,"F-01",56.6695,-167.668915,3.2
"344",1982,"F-03",56.657,-166.443085,2.6
"345",1982,"F-04",56.66083,-165.828335,2
"346",1982,"F-18",56.653335,-168.29917,2.7
"347",1982,"F-19",56.663165,-168.904665,3.2
"348",1982,"F-22",56.668165,-170.73817,3.9
"349",1982,"G-01",56.976415,-167.723415,3.3
"350",1982,"G-02",56.996665,-167.085835,3
"351",1982,"G-03",56.98975,-166.46683,2.1
"352",1982,"G-05",57.005335,-165.227,0.1
"353",1982,"G-07",57.014835,-163.98675,-0.2
"354",1982,"G-08",57.005,-163.393335,0.5
"355",1982,"G-10",57.004165,-162.17333,0.1
"356",1982,"G-18",57.0015,-168.334665,3.1
"357",1982,"G-19",56.99025,-168.985085,3.5
"358",1982,"G-20",57.012665,-169.54283,3.8
"359",1982,"G-22",57,-170.784165,3.9
"360",1982,"G-23",56.99325,-171.40258,3.7
"361",1982,"G-24",57.01625,-171.9895,3.8
"362",1982,"GF1918",56.84575,-168.663,2.8
"363",1982,"GF2019",56.83758,-169.30408,3.4
"364",1982,"GF2120",56.83875,-169.90825,4.5
"365",1982,"H-01",57.358165,-167.742085,3
"366",1982,"H-02",57.33333,-167.133335,2.5
"367",1982,"H-03",57.32342,-166.48725,2.1
"368",1982,"H-06",57.336665,-164.615835,0.5
"369",1982,"H-07",57.33075,-163.998915,-0.9
"370",1982,"H-18",57.335085,-168.36975,3.4
"371",1982,"H-19",57.321915,-169.0075,3.7
"372",1982,"H-20",57.3225,-169.586665,2.2
"373",1982,"H-21",57.356,-170.259085,5
"374",1982,"H-22",57.363335,-170.84917,3.8
"375",1982,"H-23",57.328585,-171.46125,3.4
"376",1982,"H-24",57.336915,-172.097585,3.7
"377",1982,"HG1918",57.16917,-168.63917,3.4
"378",1982,"HG2019",57.15483,-169.3225,3.5
"379",1982,"I-01",57.670415,-167.752415,3.2
"380",1982,"I-02",57.665835,-167.150835,2.1
"381",1982,"I-05",57.66933,-165.244915,-0.4
"382",1982,"I-06",57.66917,-164.620835,0.4
"383",1982,"I-07",57.662835,-163.9935,0.7
"384",1982,"I-18",57.65892,-168.406665,2.5
"385",1982,"I-19",57.67975,-169.07725,2.7
"386",1982,"I-20",57.67275,-169.65825,2.9
"387",1982,"I-21",57.677085,-170.275665,3.2
"388",1982,"I-22",57.654415,-170.88367,3.4
"389",1982,"I-23",57.68625,-171.512835,3.2
"390",1982,"I-24",57.676665,-172.156665,3.5
"391",1982,"I-25",57.72975,-172.81967,3.5
"392",1982,"IH1918",57.500915,-168.659415,3.1
"393",1982,"IH2120",57.50258,-169.97267,2.6
"394",1982,"IH2221",57.504415,-170.57092,3.7
"395",1982,"J-01",58.032,-167.784335,2.1
"396",1982,"J-02",57.98425,-167.17158,1.3
"397",1982,"J-04",57.9825,-165.901665,1
"398",1982,"J-05",58.003415,-165.244415,1.1
"399",1982,"J-06",58.001665,-164.628335,0.8
"400",1982,"J-18",57.997,-168.43025,2.2
"401",1982,"J-19",58.020835,-169.047585,2
"402",1982,"J-20",58.01425,-169.693415,2.4
"403",1982,"J-21",58.012665,-170.32625,1.8
"404",1982,"J-22",58.00167,-170.971915,3.4
"405",1982,"J-23",57.99183,-171.59725,3.2
"406",1982,"J-24",58.016085,-172.231415,3
"407",1982,"J-25",58.021165,-172.89583,3.5
"408",1982,"J-26",57.98492,-173.47075,3.5
"409",1982,"JI1918",57.83,-168.66508,2.3
"410",1982,"JI2019",57.82625,-169.283085,3.3
"411",1982,"JI2120",57.83425,-170.013165,1.3
"412",1982,"JI2221",57.839165,-170.590165,3.6
"413",1982,"K-01",58.34317,-167.84242,1.7
"414",1982,"K-04",58.3325,-165.9225,1.2
"415",1982,"K-05",58.337665,-165.28608,1.3
"416",1982,"K-18",58.33775,-168.46992,1.3
"417",1982,"K-19",58.327,-169.1195,2
"418",1982,"K-20",58.33558,-169.73258,0.8
"419",1982,"K-21",58.34533,-170.3885,0.8
"420",1982,"K-22",58.33258,-171.03125,2.7
"421",1982,"K-23",58.311,-171.639,3.3
"422",1982,"K-24",58.349,-172.30367,3.2
"423",1982,"K-25",58.370665,-172.93975,3.2
"424",1982,"K-26",58.33408,-173.586665,3.3
"425",1982,"L-01",58.6705,-167.877665,3.3
"426",1982,"L-02",58.666,-167.22292,3.1
"427",1982,"L-03",58.6705,-166.576165,3
"428",1982,"L-18",58.66517,-168.495085,2.7
"429",1982,"L-19",58.656585,-169.154915,1.7
"430",1982,"L-20",58.667665,-169.78575,0
"431",1982,"L-21",58.67567,-170.446585,0.9
"432",1982,"L-22",58.66675,-171.0805,1.1
"433",1982,"L-23",58.68675,-171.718165,2.4
"434",1982,"L-26",58.66792,-173.641665,3.3
"435",1982,"L-27",58.685585,-174.275585,3.4
"436",1982,"L-29",58.692,-175.548335,3.3
"437",1982,"L-30",58.707165,-176.3235,3.3
"438",1982,"L-31",58.712835,-176.9115,3.4
"439",1982,"M-01",58.99217,-167.87858,3
"440",1982,"M-03",58.993585,-166.5845,3.4
"441",1982,"M-18",58.99225,-168.540335,2.4
"442",1982,"M-19",58.99992,-169.188835,3.2
"443",1982,"M-20",59.000335,-169.8435,2
"444",1982,"M-21",59.00817,-170.48825,0.4
"445",1982,"M-22",58.99908,-171.13608,0.6
"446",1982,"M-23",58.994915,-171.778415,1.2
"447",1982,"M-24",59.002415,-172.433585,2.2
"448",1982,"M-25",59.041415,-173.09,3.1
"449",1982,"M-26",58.911415,-173.61833,3
"450",1982,"M-27",59.057915,-174.328835,3
"451",1982,"M-28",59.0215,-175.056,2.9
"452",1982,"M-29",58.96275,-175.7605,4.5
"453",1982,"M-30",59.01725,-176.357415,2.6
"454",1982,"M-31",58.98008,-177.034,3.1
"455",1982,"M-32",59.01192,-177.583415,3.1
"456",1982,"N-18",59.34133,-168.576,2.2
"457",1982,"N-19",59.328415,-169.239165,2.5
"458",1982,"N-20",59.33558,-169.871835,1.5
"459",1982,"N-21",59.34492,-170.54333,1.2
"460",1982,"N-22",59.332335,-171.18683,0.2
"461",1982,"N-23",59.32525,-171.82825,0.6
"462",1982,"N-24",59.333335,-172.50225,1.2
"463",1982,"N-25",59.33617,-173.1845,1.5
"464",1982,"N-26",59.302665,-173.826835,2.3
"465",1982,"N-28",59.322415,-175.14733,3
"466",1982,"N-29",59.33875,-175.79575,2.3
"467",1982,"N-30",59.35842,-176.440415,2.7
"468",1982,"N-31",59.32008,-177.151835,3
"469",1982,"O-18",59.671835,-168.63208,2.2
"470",1982,"O-19",59.665415,-169.262335,2.1
"471",1982,"O-20",59.67317,-169.896415,1.5
"472",1982,"O-21",59.67083,-170.58267,0
"473",1982,"O-22",59.671,-171.24625,-0.3
"474",1982,"O-23",59.658835,-171.891165,1.6
"475",1982,"O-24",59.671665,-172.572335,0
"476",1982,"O-25",59.68658,-173.25875,1.4
"477",1982,"O-26",59.666835,-173.87925,1.9
"478",1982,"O-27",59.68733,-174.477835,2.4
"479",1982,"O-28",59.649165,-175.173585,2.8
"480",1982,"O-31",59.64367,-177.18067,3.5
"481",1982,"P-18",60.00125,-168.65225,2.3
"482",1982,"P-19",60.004085,-169.32117,2.3
"483",1982,"P-20",60.00917,-169.969,1.5
"484",1982,"P-21",60.006665,-170.623585,-0.6
"485",1982,"P-22",60.0005,-171.315165,-1.2
"486",1982,"P-23",59.977835,-171.9635,1.5
"487",1982,"P-24",60.00508,-172.658915,-0.1
"488",1982,"P-25",59.971585,-173.280585,0.1
"489",1982,"P-26",60.000835,-173.952835,1.2
"490",1982,"P-27",60.021,-174.582835,1.8
"491",1982,"P-28",59.99683,-175.33717,2.5
"492",1982,"P-29",59.96425,-175.969085,2.5
"493",1982,"Q-18",60.333165,-168.67525,2.9
"494",1982,"Q-19",60.311585,-169.325335,2.6
"495",1982,"Q-20",60.33617,-169.96167,1.8
"496",1982,"Q-21",60.33967,-170.65142,-0.7
"497",1982,"Q-22",60.333915,-171.369335,-0.6
"498",1982,"Q-23",60.37725,-172.16825,-1
"499",1982,"Q-26",60.32417,-174.064,0.5
"500",1982,"Q-27",60.34225,-174.724585,1.3
"501",1982,"Q-29",60.316835,-176.066,2.6
"502",1982,"Q-30",60.32575,-176.76442,2.1
"503",1982,"R-23",60.606335,-172.112085,-0.9
"504",1982,"R-24",60.6695,-172.74958,1.9
"505",1982,"R-26",60.655665,-174.1265,0.6
"506",1982,"R-27",60.70825,-174.797665,0.8
"507",1982,"R-28",60.651085,-175.493335,2
"508",1982,"R-29",60.66542,-176.257,2.2
"509",1982,"R-30",60.67333,-176.8275,2.2
"510",1982,"S-27",61.011335,-174.875915,0.9
"511",1982,"S-28",60.995915,-175.567915,1.8
"512",1982,"S-29",60.991835,-176.328915,2.1
"513",1982,"S-30",61.008835,-177.018835,2.4
"514",1982,"T-27",61.3455,-174.97408,0.1
"515",1982,"T-28",61.327,-175.81925,1.1
"516",1982,"T-29",61.328835,-176.34558,1.6
"517",1982,"U-27",61.696835,-175.120835,-0.1
"518",1982,"U-28",61.639665,-175.851165,0.7
"519",1982,"U-29",61.667665,-176.4995,1.3
"520",1982,"V-27",62.0445,-175.219915,-1.1
"521",1982,"V-28",61.97392,-175.94967,0.3
"522",1983,"B-03",55.33825,-166.336665,4.2
"523",1983,"C-01",55.676,-167.566335,4.2
"524",1983,"C-03",55.671,-166.37142,4.1
"525",1983,"C-05",55.66717,-165.1845,4.2
"526",1983,"D-01",56.02325,-167.59375,4
"527",1983,"D-18",56.00108,-168.2175,4.1
"528",1983,"E-01",56.343915,-167.66133,4
"529",1983,"E-05",56.33442,-165.2245,1.9
"530",1983,"E-18",56.328165,-168.241835,4
"531",1983,"E-19",56.33325,-168.911165,3.8
"532",1983,"E-21",56.340335,-170.053165,3.5
"533",1983,"F-01",56.66933,-167.665835,2.9
"534",1983,"F-02",56.676,-167.03492,2.4
"535",1983,"F-18",56.66275,-168.287415,3.1
"536",1983,"F-19",56.66425,-168.90125,2.7
"537",1983,"F-23",56.712585,-171.391085,3.7
"538",1983,"F-25",56.72425,-172.54325,4
"539",1983,"G-01",57.009,-167.7135,2.6
"540",1983,"G-02",57.006585,-167.09692,2.3
"541",1983,"G-04",57.00575,-165.85267,2
